Geography,Age_Group,Disease,Average_Prevalence,Max_Prevalence,2018,2019,2020,2021,2022,2023
Aberdeenshire,Ages5to14,Asthma,1238.4333333333332,1368.1,1353.9,1263.8,1368.1,1239.0,1157.7,1048.1
Aberdeenshire,Ages5to14,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages5to14,Cancer,10.316666666666665,17.7,17.7,17.7,17.7,8.8,0.0,0.0
Aberdeenshire,Ages5to14,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages5to14,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages5to14,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages5to14,Depression,5.866666666666667,8.8,8.8,8.8,0.0,0.0,8.8,8.8
Aberdeenshire,Ages5to14,Diabetes,94.26666666666667,114.9,97.2,97.2,97.2,97.2,114.9,61.9
Aberdeenshire,Ages5to14,Eating Disorder,16.2,26.5,26.5,26.5,0.0,17.7,8.8,17.7
Aberdeenshire,Ages5to14,Epilepsy,176.76666666666668,194.4,167.9,176.8,194.4,176.8,185.6,159.1
Aberdeenshire,Ages5to14,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages5to14,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages5to14,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages5to14,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages5to14,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages5to14,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages5to14,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages5to14,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages65to74,Asthma,2313.6,2499.4,2144.3,2257.0,2402.1,2499.4,2448.2,2130.6
Aberdeenshire,Ages65to74,Atrial Fibrillation,1464.8166666666668,1539.9,1458.0,1476.8,1539.9,1514.3,1507.5,1292.4
Aberdeenshire,Ages65to74,Cancer,3457.7166666666667,3718.4,3207.9,3375.2,3566.4,3665.4,3718.4,3213.0
Aberdeenshire,Ages65to74,Chronic Kidney Disease (CKD),2078.8333333333335,2272.3,2217.7,2272.3,2132.3,2144.3,2050.4,1656.0
Aberdeenshire,Ages65to74,Chronic Obstructive Pulmonary Disease (COPD),1608.2333333333333,1731.1,1596.3,1642.4,1731.1,1698.7,1598.0,1382.9
Aberdeenshire,Ages65to74,Coronary Heart Disease (CHD),3116.283333333333,3310.3,3086.7,3166.9,3267.7,3310.3,3259.1,2607.0
Aberdeenshire,Ages65to74,Dementia,202.03333333333333,230.5,187.8,179.3,196.3,213.4,230.5,204.9
Aberdeenshire,Ages65to74,Depression,2207.1666666666665,2482.3,1912.1,2036.7,2241.6,2386.7,2482.3,2183.6
Aberdeenshire,Ages65to74,Diabetes,3876.2833333333333,4150.3,3602.3,3824.2,4015.4,4059.8,4150.3,3605.7
Aberdeenshire,Ages65to74,Eating Disorder,44.11666666666667,68.3,25.6,25.6,42.7,68.3,59.8,42.7
Aberdeenshire,Ages65to74,Epilepsy,552.2833333333334,600.9,537.8,525.8,582.2,589.0,600.9,478.0
Aberdeenshire,Ages65to74,Heart Failure,666.6833333333333,720.5,662.4,669.2,700.0,693.1,720.5,554.9
Aberdeenshire,Ages65to74,Hypertension,11313.583333333334,11838.0,11180.7,11462.4,11696.3,11838.0,11727.0,9977.1
Aberdeenshire,Ages65to74,Mental Health,293.06666666666666,315.8,256.1,281.7,290.2,315.8,315.8,298.8
Aberdeenshire,Ages65to74,Osteoporosis,226.78333333333333,259.5,239.0,254.4,256.1,259.5,239.0,112.7
Aberdeenshire,Ages65to74,Palliative Care,109.56666666666666,136.6,93.9,111.0,111.0,93.9,136.6,111.0
Aberdeenshire,Ages65to74,Peripheral Arterial Disease (PAD),624.8333333333334,693.1,681.2,667.5,693.1,619.7,609.5,478.0
Aberdeenshire,Ages65to74,Rheumatoid Arthritis,505.04999999999995,546.3,461.0,478.0,546.3,520.7,520.7,503.6
Aberdeenshire,Ages65to74,Stroke and TIA,1477.6000000000001,1599.7,1446.0,1469.9,1510.9,1599.7,1531.4,1307.7
Aberdeenshire,Ages75to84,Asthma,1987.3666666666668,2099.6,1838.2,1914.7,2004.5,2041.5,2099.6,2025.7
Aberdeenshire,Ages75to84,Atrial Fibrillation,2931.5333333333333,3182.4,2588.2,2923.6,3068.9,2992.3,3182.4,2833.8
Aberdeenshire,Ages75to84,Cancer,4329.533333333334,4878.0,3824.2,4104.2,4328.6,4484.5,4878.0,4357.7
Aberdeenshire,Ages75to84,Chronic Kidney Disease (CKD),4877.55,5237.2,5107.8,5237.2,5102.5,4777.6,4867.4,4172.8
Aberdeenshire,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),1897.1499999999999,2025.7,1743.1,1906.8,1972.9,1920.0,2025.7,1814.4
Aberdeenshire,Ages75to84,Coronary Heart Disease (CHD),4858.183333333333,5097.2,4949.3,5002.1,4912.3,4825.2,5097.2,4363.0
Aberdeenshire,Ages75to84,Dementia,1196.8166666666666,1346.9,1148.8,1222.8,1346.9,1212.2,1236.0,1014.2
Aberdeenshire,Ages75to84,Depression,1518.6000000000001,1703.5,1346.9,1415.6,1537.1,1616.3,1703.5,1492.2
Aberdeenshire,Ages75to84,Diabetes,4256.883333333333,4727.4,3890.2,3945.7,4262.6,4413.2,4727.4,4302.2
Aberdeenshire,Ages75to84,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages75to84,Epilepsy,408.06666666666666,438.4,422.6,396.2,396.2,422.6,438.4,372.4
Aberdeenshire,Ages75to84,Heart Failure,1234.7,1283.5,1259.8,1278.3,1236.0,1175.3,1283.5,1175.3
Aberdeenshire,Ages75to84,Hypertension,13405.41666666667,14697.3,12597.7,13009.7,13427.0,13693.7,14697.3,13007.1
Aberdeenshire,Ages75to84,Mental Health,246.5,277.3,211.3,237.7,264.1,264.1,277.3,224.5
Aberdeenshire,Ages75to84,Osteoporosis,751.3833333333333,871.5,715.7,718.4,758.0,795.0,871.5,649.7
Aberdeenshire,Ages75to84,Palliative Care,206.9,250.9,158.5,184.9,250.9,198.1,198.1,250.9
Aberdeenshire,Ages75to84,Peripheral Arterial Disease (PAD),993.9333333333334,1098.7,1014.2,985.1,1001.0,1022.1,1098.7,842.5
Aberdeenshire,Ages75to84,Rheumatoid Arthritis,565.6,620.6,528.2,554.6,567.8,567.8,620.6,554.6
Aberdeenshire,Ages75to84,Stroke and TIA,2562.233333333333,2820.6,2482.6,2466.7,2553.9,2588.2,2820.6,2461.4
Aberdeenshire,Ages85plus,Asthma,1565.1000000000001,1781.4,1450.9,1450.9,1410.6,1684.7,1781.4,1612.1
Aberdeenshire,Ages85plus,Atrial Fibrillation,5392.549999999999,6037.4,4828.3,5255.5,5489.3,5755.3,6037.4,4989.5
Aberdeenshire,Ages85plus,Cancer,4810.849999999999,5183.0,4570.4,4683.2,4828.3,5037.9,5183.0,4562.3
Aberdeenshire,Ages85plus,Chronic Kidney Disease (CKD),9713.033333333333,10204.7,10043.5,10148.3,10204.7,9850.1,9914.6,8117.0
Aberdeenshire,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),1643.0333333333335,1845.9,1499.3,1604.1,1612.1,1845.9,1813.6,1483.2
Aberdeenshire,Ages85plus,Coronary Heart Disease (CHD),6864.966666666666,7286.8,6738.7,6899.9,7053.0,7214.3,7286.8,5997.1
Aberdeenshire,Ages85plus,Dementia,3783.116666666667,4006.1,4006.1,3812.7,4006.1,3724.0,3828.8,3321.0
Aberdeenshire,Ages85plus,Depression,1410.6166666666668,1636.3,1257.5,1362.2,1467.0,1636.3,1523.5,1217.2
Aberdeenshire,Ages85plus,Diabetes,4110.916666666667,4642.9,3715.9,3885.2,4014.2,4368.9,4642.9,4038.4
Aberdeenshire,Ages85plus,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aberdeenshire,Ages85plus,Epilepsy,342.55,443.3,241.8,282.1,322.4,403.0,443.3,362.7
Aberdeenshire,Ages85plus,Heart Failure,2626.4166666666665,2982.4,2345.6,2482.7,2780.9,2805.1,2982.4,2361.8
Aberdeenshire,Ages85plus,Hypertension,16784.883333333335,18233.1,15669.8,16234.1,17120.7,17805.9,18233.1,15645.7
Aberdeenshire,Ages85plus,Mental Health,189.41666666666666,249.9,161.2,120.9,241.8,201.5,249.9,161.2
Aberdeenshire,Ages85plus,Osteoporosis,1371.6499999999999,1612.1,1571.8,1612.1,1442.9,1330.0,1386.4,886.7
Aberdeenshire,Ages85plus,Palliative Care,570.9166666666666,644.8,604.5,483.6,523.9,604.5,644.8,564.2
Aberdeenshire,Ages85plus,Peripheral Arterial Disease (PAD),1237.3,1394.5,1394.5,1249.4,1289.7,1289.7,1225.2,975.3
Aberdeenshire,Ages85plus,Rheumatoid Arthritis,517.1833333333333,604.5,604.5,564.2,523.9,523.9,483.6,403.0
Aberdeenshire,Ages85plus,Stroke and TIA,4483.033333333334,4683.2,4473.6,4457.5,4602.6,4683.2,4667.1,4014.2
Angus,Ages0to4,Asthma,333.01666666666665,399.6,342.5,228.4,399.6,285.5,399.6,342.5
Angus,Ages0to4,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Diabetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Epilepsy,66.61666666666667,171.3,114.2,171.3,57.1,57.1,0.0,0.0
Angus,Ages0to4,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages0to4,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages15to24,Asthma,2578.4333333333334,2754.7,2543.2,2492.4,2754.7,2708.2,2488.2,2483.9
Angus,Ages15to24,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages15to24,Cancer,17.666666666666668,21.2,21.2,21.2,0.0,21.2,21.2,21.2
Angus,Ages15to24,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages15to24,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages15to24,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages15to24,Depression,512.7166666666667,736.3,736.3,596.6,495.1,444.3,465.5,338.5
Angus,Ages15to24,Diabetes,190.4333333333333,232.7,169.3,169.3,190.4,169.3,232.7,211.6
Angus,Ages15to24,Eating Disorder,289.15000000000003,359.7,169.3,232.7,296.2,338.5,338.5,359.7
Angus,Ages15to24,Epilepsy,342.05,359.7,338.5,338.5,338.5,317.4,359.7,359.7
Angus,Ages15to24,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages15to24,Hypertension,38.81666666666667,63.5,0.0,21.2,21.2,63.5,63.5,63.5
Angus,Ages15to24,Mental Health,119.86666666666666,148.1,84.6,84.6,148.1,126.9,126.9,148.1
Angus,Ages15to24,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages15to24,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages15to24,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages15to24,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages15to24,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages25to44,Asthma,2916.116666666667,3182.6,2729.5,2792.6,2965.3,2941.2,2885.5,3182.6
Angus,Ages25to44,Atrial Fibrillation,18.599999999999998,27.9,18.6,18.6,18.6,18.6,9.3,27.9
Angus,Ages25to44,Cancer,294.0,324.9,297.1,306.4,241.4,287.8,306.4,324.9
Angus,Ages25to44,Chronic Kidney Disease (CKD),6.2,9.3,9.3,0.0,9.3,9.3,0.0,9.3
Angus,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),58.800000000000004,74.3,65.0,74.3,46.4,55.7,46.4,65.0
Angus,Ages25to44,Coronary Heart Disease (CHD),43.35,83.6,9.3,18.6,27.9,46.4,74.3,83.6
Angus,Ages25to44,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages25to44,Depression,2341.433333333333,2408.3,2408.3,2308.0,2306.1,2285.7,2374.9,2365.6
Angus,Ages25to44,Diabetes,671.5166666666667,789.1,575.6,622.0,677.7,668.4,696.3,789.1
Angus,Ages25to44,Eating Disorder,397.6666666666667,454.9,389.9,371.4,362.1,408.5,399.2,454.9
Angus,Ages25to44,Epilepsy,560.1333333333333,603.5,557.0,538.5,538.5,566.3,557.0,603.5
Angus,Ages25to44,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages25to44,Hypertension,670.6166666666667,737.2,668.4,685.2,651.7,636.9,644.3,737.2
Angus,Ages25to44,Mental Health,530.75,603.5,510.6,482.8,492.1,519.9,575.6,603.5
Angus,Ages25to44,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages25to44,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages25to44,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages25to44,Rheumatoid Arthritis,26.300000000000008,37.1,37.1,37.1,37.1,27.9,9.3,9.3
Angus,Ages25to44,Stroke and TIA,37.15,65.0,9.3,9.3,27.9,55.7,55.7,65.0
Angus,Ages45to64,Asthma,3432.65,3687.4,3139.8,3206.5,3495.3,3543.0,3523.9,3687.4
Angus,Ages45to64,Atrial Fibrillation,451.3166666666666,484.1,396.8,436.5,461.9,460.3,468.3,484.1
Angus,Ages45to64,Cancer,1685.7833333333335,1776.2,1623.9,1611.2,1679.4,1674.7,1749.3,1776.2
Angus,Ages45to64,Chronic Kidney Disease (CKD),362.45,412.7,373.0,325.4,341.3,341.3,381.0,412.7
Angus,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),1160.0833333333333,1235.0,1123.8,1157.2,1235.0,1168.3,1123.8,1152.4
Angus,Ages45to64,Coronary Heart Disease (CHD),1289.7166666666667,1317.5,1290.5,1312.7,1258.8,1268.3,1290.5,1317.5
Angus,Ages45to64,Dementia,7.933333333333334,15.9,15.9,15.9,7.9,0.0,7.9,0.0
Angus,Ages45to64,Depression,2645.3333333333335,2801.7,2573.1,2581.0,2576.3,2638.2,2701.7,2801.7
Angus,Ages45to64,Diabetes,2850.0833333333335,3019.1,2784.2,2771.5,2796.9,2828.7,2900.1,3019.1
Angus,Ages45to64,Eating Disorder,251.33333333333334,317.5,214.3,214.3,222.2,261.9,277.8,317.5
Angus,Ages45to64,Epilepsy,640.2333333333333,698.4,603.2,658.8,619.1,698.4,650.8,611.1
Angus,Ages45to64,Heart Failure,145.51666666666665,158.7,158.7,150.8,142.9,142.9,134.9,142.9
Angus,Ages45to64,Hypertension,7015.833333333333,7154.2,7154.2,6995.5,7036.7,6881.2,6911.3,7116.1
Angus,Ages45to64,Mental Health,688.0999999999999,785.7,587.3,627.0,698.4,722.2,708.0,785.7
Angus,Ages45to64,Osteoporosis,2.65,15.9,15.9,0.0,0.0,0.0,0.0,0.0
Angus,Ages45to64,Palliative Care,46.300000000000004,63.5,47.6,23.8,39.7,63.5,63.5,39.7
Angus,Ages45to64,Peripheral Arterial Disease (PAD),242.0666666666667,261.9,261.9,246.0,246.0,206.4,230.2,261.9
Angus,Ages45to64,Rheumatoid Arthritis,351.8666666666666,388.9,341.3,317.5,333.3,365.1,388.9,365.1
Angus,Ages45to64,Stroke and TIA,842.85,876.2,812.7,822.2,822.2,847.6,876.2,876.2
Angus,Ages5to14,Asthma,2024.1499999999999,2360.7,2360.7,2166.8,2208.9,1918.1,1724.1,1766.3
Angus,Ages5to14,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Cancer,3.516666666666667,21.1,0.0,0.0,0.0,0.0,0.0,21.1
Angus,Ages5to14,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Diabetes,84.31666666666668,105.4,42.2,84.3,105.4,105.4,105.4,63.2
Angus,Ages5to14,Eating Disorder,21.1,42.2,0.0,21.1,21.1,21.1,21.1,42.2
Angus,Ages5to14,Epilepsy,231.85,274.0,168.6,210.8,252.9,231.9,252.9,274.0
Angus,Ages5to14,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages5to14,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages65to74,Asthma,3015.316666666666,3181.3,2773.1,2882.2,3019.4,3114.4,3121.5,3181.3
Angus,Ages65to74,Atrial Fibrillation,2032.3166666666666,2192.4,1893.3,1903.9,2086.9,2192.4,2111.5,2005.9
Angus,Ages65to74,Cancer,4474.583333333333,4546.7,4395.4,4546.7,4416.5,4497.5,4522.1,4469.3
Angus,Ages65to74,Chronic Kidney Disease (CKD),2041.1000000000001,2294.5,2294.5,2118.5,1998.9,1879.2,1991.8,1963.7
Angus,Ages65to74,Chronic Obstructive Pulmonary Disease (COPD),3163.7000000000003,3290.4,2949.0,3209.5,3290.4,3279.8,3132.0,3121.5
Angus,Ages65to74,Coronary Heart Disease (CHD),4350.283333333334,4458.8,4458.8,4370.8,4406.0,4367.3,4258.2,4240.6
Angus,Ages65to74,Dementia,390.0333333333333,439.9,334.3,369.5,439.9,439.9,369.5,387.1
Angus,Ages65to74,Depression,1687.4333333333334,1907.4,1471.0,1569.5,1661.0,1668.1,1847.6,1907.4
Angus,Ages65to74,Diabetes,5753.783333333333,5982.5,5588.4,5613.0,5669.3,5838.3,5831.2,5982.5
Angus,Ages65to74,Eating Disorder,29.333333333333332,52.8,35.2,17.6,0.0,35.2,35.2,52.8
Angus,Ages65to74,Epilepsy,610.0,651.0,563.1,563.1,651.0,615.9,615.9,651.0
Angus,Ages65to74,Heart Failure,675.0666666666667,703.8,686.2,668.6,703.8,703.8,686.2,601.8
Angus,Ages65to74,Hypertension,16802.15,17085.4,17046.7,17032.7,17085.4,16913.0,16353.5,16381.6
Angus,Ages65to74,Mental Health,425.23333333333335,457.5,387.1,404.7,422.3,439.9,457.5,439.9
Angus,Ages65to74,Osteoporosis,166.56666666666666,228.7,228.7,214.7,186.5,168.9,130.2,70.4
Angus,Ages65to74,Palliative Care,202.33333333333334,228.7,193.6,140.8,211.1,228.7,211.1,228.7
Angus,Ages65to74,Peripheral Arterial Disease (PAD),1052.8,1143.7,1055.7,1143.7,1073.3,1073.3,1020.6,950.2
Angus,Ages65to74,Rheumatoid Arthritis,730.2000000000002,791.8,686.2,756.6,703.8,703.8,739.0,791.8
Angus,Ages65to74,Stroke and TIA,2605.933333333334,2657.0,2530.3,2632.3,2635.8,2657.0,2604.2,2576.0
Angus,Ages75to84,Asthma,2191.1166666666663,2814.4,1739.0,1952.1,2020.0,2175.0,2446.2,2814.4
Angus,Ages75to84,Atrial Fibrillation,4060.1166666666672,4514.6,3759.0,3889.8,3962.4,4001.2,4233.7,4514.6
Angus,Ages75to84,Cancer,5594.849999999999,6675.1,4747.1,5217.0,5507.7,5488.3,5933.9,6675.1
Angus,Ages75to84,Chronic Kidney Disease (CKD),5259.816666666667,5662.7,5662.7,5614.2,5115.3,4761.7,5013.6,5391.4
Angus,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),3318.9500000000003,3497.4,3080.8,3235.8,3323.0,3371.4,3405.3,3497.4
Angus,Ages75to84,Coronary Heart Disease (CHD),6291.583333333333,6432.9,6306.9,6432.9,6239.1,6113.2,6229.4,6428.0
Angus,Ages75to84,Dementia,1789.05,1923.1,1753.5,1923.1,1913.4,1719.6,1680.9,1743.8
Angus,Ages75to84,Depression,896.1333333333333,1051.2,871.9,871.9,775.0,862.2,944.6,1051.2
Angus,Ages75to84,Diabetes,6043.716666666667,6893.0,5478.6,5691.7,5890.3,5909.7,6399.0,6893.0
Angus,Ages75to84,Eating Disorder,4.033333333333333,24.2,0.0,0.0,0.0,0.0,0.0,24.2
Angus,Ages75to84,Epilepsy,544.9333333333333,629.7,411.7,508.6,581.3,532.8,629.7,605.5
Angus,Ages75to84,Heart Failure,1211.0,1259.4,1235.2,1162.6,1186.8,1259.4,1186.8,1235.2
Angus,Ages75to84,Hypertension,19319.566666666666,21400.9,18160.2,18673.7,18969.2,18882.0,19831.4,21400.9
Angus,Ages75to84,Mental Health,193.76666666666668,242.2,145.3,193.8,193.8,218.0,242.2,169.5
Angus,Ages75to84,Osteoporosis,836.4,871.9,847.7,847.7,813.8,828.3,809.0,871.9
Angus,Ages75to84,Palliative Care,427.8999999999999,591.0,218.0,266.4,436.0,532.8,591.0,523.2
Angus,Ages75to84,Peripheral Arterial Disease (PAD),1477.4333333333334,1550.1,1356.3,1525.9,1477.4,1429.0,1525.9,1550.1
Angus,Ages75to84,Rheumatoid Arthritis,758.9000000000001,896.1,678.2,678.2,750.8,750.8,799.3,896.1
Angus,Ages75to84,Stroke and TIA,3960.8000000000006,4388.7,3594.3,3875.2,4015.7,3734.7,4156.2,4388.7
Angus,Ages85plus,Asthma,2001.7,2073.2,2001.7,1858.7,1930.2,2073.2,2073.2,2073.2
Angus,Ages85plus,Atrial Fibrillation,7656.566666666666,8364.3,6762.9,7263.4,7935.4,7706.6,7906.8,8364.3
Angus,Ages85plus,Cancer,6689.066666666666,7506.4,5948.0,6205.3,6662.9,6720.0,7091.8,7506.4
Angus,Ages85plus,Chronic Kidney Disease (CKD),12048.433333333334,12625.1,12625.1,12267.7,12181.9,11252.5,11752.9,12210.5
Angus,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),3267.0833333333335,3431.5,3074.1,3117.0,3431.5,3317.1,3402.9,3259.9
Angus,Ages85plus,Coronary Heart Disease (CHD),9589.183333333332,10223.0,9350.9,9107.8,9393.8,9350.9,10108.7,10223.0
Angus,Ages85plus,Dementia,6870.183333333333,7577.9,7306.3,6977.4,7577.9,6477.0,6662.9,6219.6
Angus,Ages85plus,Depression,917.4833333333332,1000.9,786.4,1000.9,1000.9,857.9,857.9,1000.9
Angus,Ages85plus,Diabetes,6090.95,6677.2,5533.3,5933.7,6248.2,5876.5,6276.8,6677.2
Angus,Ages85plus,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angus,Ages85plus,Epilepsy,476.6000000000001,643.4,500.4,286.0,286.0,571.9,643.4,571.9
Angus,Ages85plus,Heart Failure,2580.75,2759.5,2573.6,2573.6,2759.5,2502.1,2502.1,2573.6
Angus,Ages85plus,Hypertension,24873.699999999997,26050.9,23677.4,24320.8,24864.2,24821.3,25507.6,26050.9
Angus,Ages85plus,Mental Health,297.86666666666673,357.4,214.5,357.4,286.0,214.5,357.4,357.4
Angus,Ages85plus,Osteoporosis,1741.9666666666665,1830.1,1830.1,1730.1,1830.1,1644.3,1772.9,1644.3
Angus,Ages85plus,Palliative Care,1634.7166666666665,2116.1,929.4,1215.3,2116.1,1887.3,1844.4,1815.8
Angus,Ages85plus,Peripheral Arterial Disease (PAD),1894.45,2001.7,1858.7,1930.2,2001.7,1787.2,1858.7,1930.2
Angus,Ages85plus,Rheumatoid Arthritis,810.2333333333332,929.4,857.9,786.4,786.4,714.9,786.4,929.4
Angus,Ages85plus,Stroke and TIA,7256.216666666667,7577.9,6934.5,7134.7,7577.9,7349.2,7420.6,7120.4
Argyll and Bute,Ages0to4,Asthma,368.23333333333335,572.8,327.3,491.0,572.8,245.5,245.5,327.3
Argyll and Bute,Ages0to4,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages0to4,Cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages0to4,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages0to4,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argyll and Bute,Ages0to4,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
